lon,lat,voterType,COLOR,id
-89.8222857094,43.7387787545,NOVOTE,#9999999,16234
-89.8222831423,43.9584104098,DEM,#0571b0,180
-89.8222771095,43.9777318864,DEM,#0571b0,2376
-89.8222682653,43.9628860845,NOVOTE,#9999999,1387
-89.8222677202,43.991181882,DEM,#0571b0,11326
-89.8222643035,44.1911721646,DEM,#0571b0,13763
-89.8222511282,44.0448828247,NOVOTE,#9999999,10926
-89.822240162,43.9571976043,NOVOTE,#9999999,93
-89.8222309336,43.8672259028,NOVOTE,#9999999,4914
-89.8222234555,43.836188108,NOVOTE,#9999999,5513
-89.8222206096,43.9628879547,REP,#ca0020,1380
-89.8222190932,44.1877442428,REP,#ca0020,13826
-89.8222165879,43.962546755,NOVOTE,#9999999,1382
-89.8222162543,43.8014781697,REP,#ca0020,15799
-89.8222143759,43.9779753683,DEM,#0571b0,2359
-89.8222133576,43.993883772,DEM,#0571b0,11331
-89.8222112534,43.961696413,NOVOTE,#9999999,1384
-89.8222015439,44.1985212514,REP,#ca0020,13617
-89.822191168,43.9647254622,NOVOTE,#9999999,1231
-89.8221784555,43.9789273133,NOVOTE,#9999999,2370
-89.8221442437,43.9571156429,NOVOTE,#9999999,91
-89.8221296197,43.9598298769,REP,#ca0020,1447
-89.8221165649,43.8752354082,DEM,#0571b0,4920
-89.8221099315,44.2111546846,NOVOTE,#9999999,14466
-89.8220859158,43.9646004742,NOVOTE,#9999999,1263
-89.8220708648,44.1928291448,REP,#ca0020,13766
-89.8220526966,44.0109236853,NOVOTE,#9999999,10826
-89.8220449336,43.9606929866,REP,#ca0020,1448
-89.8220161474,44.1970235308,DEM,#0571b0,13630
-89.8220003259,43.8934644824,NOVOTE,#9999999,4894
-89.8219807975,43.9382263074,REP,#ca0020,1896
-89.8219729222,44.2083305644,DEM,#0571b0,14386
-89.821956376,43.9707610585,REP,#ca0020,6026
-89.8219531578,43.9828627737,DEM,#0571b0,11328
-89.8219506942,43.9587234769,NOVOTE,#9999999,198
-89.8219475737,43.9732884635,NOVOTE,#9999999,6041
-89.8219461799,44.1902525444,DEM,#0571b0,13815
-89.8219418379,43.9637772671,DEM,#0571b0,1195
-89.8219380893,43.9612587169,DEM,#0571b0,1444
-89.8219256092,44.0194208979,DEM,#0571b0,10791
-89.8219146905,43.9832023796,REP,#ca0020,11343
-89.8219139949,43.9616662803,NOVOTE,#9999999,1385
-89.8218926706,43.9704682574,NOVOTE,#9999999,6031
-89.8218923006,43.7266720261,REP,#ca0020,4024
-89.8218910924,43.8880904645,DEM,#0571b0,4890
-89.8218909694,43.9612388176,NOVOTE,#9999999,1451
-89.8218796318,43.9573492616,REP,#ca0020,86
-89.8218783398,43.9689306996,DEM,#0571b0,6011
-89.8218779328,43.9594689064,NOVOTE,#9999999,195
-89.8218748326,43.959065424,DEM,#0571b0,183
-89.821866197,43.961496243,DEM,#0571b0,1379
-89.8218639548,43.965013174,DEM,#0571b0,1186
-89.8218566774,43.9599722233,NOVOTE,#9999999,1455
-89.8218566558,43.9731425528,NOVOTE,#9999999,6040
-89.8218386232,43.9584970632,NOVOTE,#9999999,197
-89.8218276274,43.9561216246,DEM,#0571b0,84
-89.8218250252,43.9622451876,DEM,#0571b0,1377
-89.82181923,43.9697923905,DEM,#0571b0,6022
-89.821803489,44.1874710227,REP,#ca0020,13722
-89.8218018709,44.1962852109,REP,#ca0020,13633
-89.8217998944,43.9561457108,NOVOTE,#9999999,94
-89.8217891923,43.8762951365,REP,#ca0020,4921
-89.8217883493,43.7329599923,REP,#ca0020,16276
-89.8217828598,43.9604509945,NOVOTE,#9999999,1456
-89.8217741826,43.9567734196,DEM,#0571b0,82
-89.8217675462,43.9660072124,DEM,#0571b0,1207
-89.8217661689,43.969288471,NOVOTE,#9999999,6021
-89.8217541732,44.2091746825,DEM,#0571b0,14383
-89.8217535756,43.7729673525,NOVOTE,#9999999,16023
-89.8217477042,44.2056350995,REP,#ca0020,14662
-89.8217445922,44.0551545626,NOVOTE,#9999999,11055
-89.8217372782,43.750173458,NOVOTE,#9999999,16231
-89.8217359872,43.7206274885,REP,#ca0020,4161
-89.8217342165,44.1980137816,NOVOTE,#9999999,13626
-89.8217319817,44.10811082,DEM,#0571b0,2961
-89.8217318007,43.9725241303,NOVOTE,#9999999,6033
-89.8217241545,43.9613962804,DEM,#0571b0,1378
-89.821723075,43.9561293838,NOVOTE,#9999999,92
-89.8217220682,43.967205747,DEM,#0571b0,6002
-89.8217219679,44.196132537,NOVOTE,#9999999,13634
-89.8217191954,43.9694647418,DEM,#0571b0,6012
-89.8217141835,43.746275509,DEM,#0571b0,16209
-89.8217107312,43.9593442407,NOVOTE,#9999999,193
-89.8216937427,44.0612986038,DEM,#0571b0,11083
-89.8216866298,43.9652587906,DEM,#0571b0,1201
-89.8216839178,43.9655237367,NOVOTE,#9999999,1248
-89.8216836345,43.9583571481,DEM,#0571b0,181
-89.8216815353,43.8382633047,NOVOTE,#9999999,5377
-89.8216733765,43.9689691143,NOVOTE,#9999999,6017
-89.8216649267,43.9648771432,NOVOTE,#9999999,1237
-89.8216500664,43.9585121116,NOVOTE,#9999999,191
-89.8216453535,43.962021087,NOVOTE,#9999999,1383
-89.8216441641,44.1952293293,DEM,#0571b0,13611
-89.8216439255,43.960182408,NOVOTE,#9999999,1452
-89.8216339503,43.9571137609,REP,#ca0020,87
-89.8216332555,44.1966389984,DEM,#0571b0,13631
-89.8216264483,44.2107841202,NOVOTE,#9999999,14455
-89.8216235268,44.0221806706,REP,#ca0020,10667
-89.8216227675,43.9706458109,DEM,#0571b0,6023
-89.8216122431,43.7130518566,DEM,#0571b0,4142
-89.821608028,43.9562218956,DEM,#0571b0,81
-89.8216017514,43.9721297904,DEM,#0571b0,6032
-89.8216007937,43.7171142318,REP,#ca0020,4155
-89.8215861672,43.9892707075,REP,#ca0020,11353
-89.821581017,43.9685680248,NOVOTE,#9999999,6009
-89.8215791126,43.9669349117,NOVOTE,#9999999,6005
-89.8215720803,44.1892859217,NOVOTE,#9999999,13830
-89.8215554747,44.1442889616,REP,#ca0020,2569
-89.8215545439,43.9626901418,DEM,#0571b0,1376
-89.8215530875,43.9651062441,NOVOTE,#9999999,1254
-89.8215484607,43.9607465809,NOVOTE,#9999999,1453
-89.8215476095,44.0189846638,NOVOTE,#9999999,10834
-89.8215474409,44.1961350648,REP,#ca0020,13632
-89.8215464513,43.7100793094,DEM,#0571b0,4121
-89.8215363581,44.1986727551,NOVOTE,#9999999,13629
-89.8215356145,43.9692709256,REP,#ca0020,6015
-89.8215347603,43.9674889531,DEM,#0571b0,6000
-89.8215345958,43.9583737545,DEM,#0571b0,182
-89.8215325349,43.9593469502,REP,#ca0020,187
-89.8215231586,43.9590231582,NOVOTE,#9999999,196
-89.8215137785,43.9572726511,DEM,#0571b0,83
-89.8215133917,43.9602921157,NOVOTE,#9999999,1450
-89.8215133741,43.9588407186,REP,#ca0020,188
-89.8215130522,43.9684738607,NOVOTE,#9999999,6007
-89.8215125383,44.0444631114,NOVOTE,#9999999,10937
-89.8215109685,43.9686718376,DEM,#0571b0,6013
-89.8215011951,43.9712607359,NOVOTE,#9999999,6028
-89.8214996143,43.9581548872,REP,#ca0020,185
-89.8214937266,43.9589096126,DEM,#0571b0,179
-89.8214845731,44.1873634682,REP,#ca0020,13714
-89.821480535,43.7109778871,REP,#ca0020,4167
-89.8214716915,43.9591919147,DEM,#0571b0,184
-89.8214690789,43.9565306414,DEM,#0571b0,85
-89.8214482976,44.1903418632,DEM,#0571b0,13806
-89.8214392119,43.9768887844,DEM,#0571b0,5781
-89.8214386551,43.9577094327,REP,#ca0020,88
-89.8214364054,43.9711247634,NOVOTE,#9999999,6029
-89.8214348149,44.0110780364,REP,#ca0020,10856
-89.8214333231,43.721180301,NOVOTE,#9999999,4175
-89.8214234927,43.9587610998,NOVOTE,#9999999,168
-89.8214227354,43.989623937,NOVOTE,#9999999,11366
-89.8214207238,43.9692863632,NOVOTE,#9999999,6019
-89.8214132466,43.9737301085,NOVOTE,#9999999,6043
-89.8214131681,43.9591412224,DEM,#0571b0,155
-89.8214060259,43.9672470798,REP,#ca0020,6004
-89.8214054633,43.7409373841,NOVOTE,#9999999,16238
-89.8214049667,43.9769583274,NOVOTE,#9999999,5785
-89.82140016,44.0186704082,REP,#ca0020,10816
-89.8213867038,43.9569623918,NOVOTE,#9999999,240
-89.8213846918,43.9644066154,NOVOTE,#9999999,1393
-89.8213762912,43.9600950666,NOVOTE,#9999999,1435
-89.8213758429,43.9603628728,REP,#ca0020,1429
-89.8213596405,43.9690879394,NOVOTE,#9999999,6018
-89.821352264,43.9732865459,REP,#ca0020,6038
-89.8213496951,43.9583024353,DEM,#0571b0,156
-89.8213396416,44.2100164653,NOVOTE,#9999999,14461
-89.8213209794,44.0115733004,NOVOTE,#9999999,10861
-89.8213032191,43.9844558141,NOVOTE,#9999999,11373
-89.8213031112,44.1099271301,NOVOTE,#9999999,2981
-89.8212962119,43.9591814102,NOVOTE,#9999999,171
-89.8212955268,43.958055258,REP,#ca0020,165
-89.8212888869,44.0365388397,REP,#ca0020,10913
-89.8212726819,43.9568341788,DEM,#0571b0,234
-89.8212657653,43.9580349766,DEM,#0571b0,159
-89.8212566392,44.0117415404,DEM,#0571b0,10853
-89.8212366031,43.9561894657,NOVOTE,#9999999,247
-89.821235479,44.0107514054,REP,#ca0020,10857
-89.8212351857,43.9565691176,DEM,#0571b0,230
-89.8212336074,43.9734358912,DEM,#0571b0,6036
-89.8212314818,43.962234814,DEM,#0571b0,1416
-89.8212305616,43.9696517182,REP,#ca0020,6014
-89.8212287238,43.9602033845,NOVOTE,#9999999,1439
