lon,lat,voterType,COLOR,id
-89.7903904615,43.9423751624,IND,#b2abd2,1756
-89.7903823528,43.8082107312,NOVOTE,#9999999,15569
-89.7903583858,43.9653840522,DEM,#0571b0,2479
-89.7903509352,44.2014556806,REP,#ca0020,13520
-89.7903392947,44.200957475,NOVOTE,#9999999,13599
-89.7903356704,43.9451114076,REP,#ca0020,1750
-89.7903239076,43.8038601191,NOVOTE,#9999999,15568
-89.790316841,43.6870150124,DEM,#0571b0,4223
-89.7903017506,44.2037472972,REP,#ca0020,14269
-89.7902971995,43.6782505619,REP,#ca0020,4463
-89.7902945857,44.0984047751,REP,#ca0020,3281
-89.7902688579,43.808855828,REP,#ca0020,15532
-89.7902639781,43.9521047583,REP,#ca0020,1707
-89.7902582501,43.8734819611,DEM,#0571b0,5060
-89.7902520459,43.9649607101,REP,#ca0020,2492
-89.7902515362,44.2039320515,NOVOTE,#9999999,14300
-89.7902431774,43.9459820538,REP,#ca0020,1755
-89.7902257886,44.1992052739,REP,#ca0020,13525
-89.7902196414,43.9471150005,DEM,#0571b0,1741
-89.7902007745,43.9386989881,NOVOTE,#9999999,1780
-89.7902005213,43.9453847968,NOVOTE,#9999999,1770
-89.790178927,43.8657544164,NOVOTE,#9999999,5055
-89.7901605597,43.7432503968,REP,#ca0020,16167
-89.7901458987,44.2121039728,REP,#ca0020,14191
-89.790135451,43.862002474,NOVOTE,#9999999,5297
-89.7901300516,43.7702085662,NOVOTE,#9999999,16011
-89.7901190851,44.2113166735,REP,#ca0020,14215
-89.7900963724,44.2107650369,REP,#ca0020,14175
-89.7900891623,43.9802713014,NOVOTE,#9999999,2249
-89.7900856693,43.9452784879,NOVOTE,#9999999,1764
-89.7900834162,44.2040483884,DEM,#0571b0,14238
-89.7900647775,44.2064905626,REP,#ca0020,14331
-89.7900635088,44.2118365774,REP,#ca0020,14213
-89.7900334543,44.200071425,NOVOTE,#9999999,13598
-89.7900325287,44.0356691754,DEM,#0571b0,11761
-89.7900301426,43.9788149252,NOVOTE,#9999999,2248
-89.7900291494,43.804826382,REP,#ca0020,15533
-89.790028407,43.990993891,NOVOTE,#9999999,11603
-89.790017614,44.1991547439,REP,#ca0020,13518
-89.790016712,43.9790284987,NOVOTE,#9999999,2250
-89.7900028484,43.7100915306,REP,#ca0020,4304
-89.7899778599,43.6786930289,REP,#ca0020,4455
-89.7899763264,43.9898885274,NOVOTE,#9999999,11591
-89.7899545731,44.2081734959,DEM,#0571b0,14228
-89.7899142966,43.8688270313,DEM,#0571b0,5039
-89.7898902718,43.9862176127,DEM,#0571b0,11567
-89.7898788962,43.827049422,NOVOTE,#9999999,5738
-89.7898727533,44.2070703176,REP,#ca0020,14283
-89.7898689666,43.8408597405,DEM,#0571b0,5659
-89.7898642648,44.2115152833,NOVOTE,#9999999,14217
-89.7898641507,43.8127193004,REP,#ca0020,15556
-89.7898639166,43.8109602401,REP,#ca0020,15550
-89.7898528689,43.8534705468,REP,#ca0020,5307
-89.789852702,44.2005055951,DEM,#0571b0,13589
-89.7898314224,44.1994835351,REP,#ca0020,13523
-89.7898162042,43.744125015,DEM,#0571b0,16160
-89.789809182,43.679997255,NOVOTE,#9999999,4233
-89.7897930242,43.8395448541,REP,#ca0020,5689
-89.7897409372,43.9534340455,NOVOTE,#9999999,2504
-89.7897367799,43.9411032255,DEM,#0571b0,1775
-89.7897316174,43.8653245241,NOVOTE,#9999999,5050
-89.7897301776,43.9141852338,REP,#ca0020,1843
-89.7897163438,43.8489041101,NOVOTE,#9999999,5316
-89.7897144547,44.200049612,DEM,#0571b0,13590
-89.7897004585,44.1306389646,DEM,#0571b0,2705
-89.7896695772,43.944477422,REP,#ca0020,1746
-89.7896619942,43.9497718007,DEM,#0571b0,1693
-89.7896257575,43.992870766,NOVOTE,#9999999,11588
-89.7896187332,43.942965254,NOVOTE,#9999999,1759
-89.7895904315,44.0068395347,REP,#ca0020,11525
-89.7895696777,43.9833181369,REP,#ca0020,11623
-89.7895576911,44.1993657501,DEM,#0571b0,13502
-89.7895511005,43.9843777884,DEM,#0571b0,11571
-89.7895455729,43.8076066566,REP,#ca0020,15549
-89.7895374102,44.2038688848,DEM,#0571b0,14219
-89.7895115484,44.0916957038,NOVOTE,#9999999,3359
-89.7894963468,43.8136995065,NOVOTE,#9999999,15577
-89.7894956619,43.981472379,DEM,#0571b0,2219
-89.7894907825,44.2103259242,NOVOTE,#9999999,14202
-89.7894850738,44.0028832888,REP,#ca0020,11526
-89.7894652246,43.8616974666,DEM,#0571b0,5294
-89.7894612705,43.8310445492,DEM,#0571b0,5735
-89.789459128,43.7587700119,REP,#ca0020,16051
-89.7894462133,44.2120931959,DEM,#0571b0,14157
-89.7894453702,43.946291059,DEM,#0571b0,1738
-89.7894402806,43.8734781655,REP,#ca0020,5061
-89.789437448,44.0865838167,REP,#ca0020,3371
-89.789423068,43.9829914985,REP,#ca0020,11619
-89.7894144918,43.7446957431,NOVOTE,#9999999,16175
-89.7894131799,43.817033263,DEM,#0571b0,15501
-89.789398574,43.8048625099,REP,#ca0020,15541
-89.7893851014,44.2001466681,DEM,#0571b0,13588
-89.7893792385,44.212968616,REP,#ca0020,14189
-89.7893619487,43.8070902048,NOVOTE,#9999999,15566
-89.7893392347,43.7147741359,NOVOTE,#9999999,4310
-89.7893361031,43.6763098033,NOVOTE,#9999999,4464
-89.7892948145,43.9435942968,DEM,#0571b0,1682
-89.7892918091,44.2036663375,REP,#ca0020,14276
-89.7892243391,43.9424485979,DEM,#0571b0,1689
-89.7892152886,44.2116820431,NOVOTE,#9999999,14216
-89.7892047464,44.2101368463,NOVOTE,#9999999,14200
-89.789197129,43.8675235288,DEM,#0571b0,5040
-89.7891784571,43.8100318578,NOVOTE,#9999999,15590
-89.7891693046,44.2109578077,DEM,#0571b0,14211
-89.7891500184,43.9611483614,NOVOTE,#9999999,2512
-89.7891325044,43.692805108,REP,#ca0020,4399
-89.7891256719,44.1992081049,DEM,#0571b0,13495
-89.7891158607,44.2076009563,REP,#ca0020,14274
-89.7891094108,43.8670210587,NOVOTE,#9999999,5057
-89.7891055006,43.8137171616,NOVOTE,#9999999,15565
-89.7891042165,44.0103029993,REP,#ca0020,11524
-89.7890827935,44.2118036066,REP,#ca0020,14195
-89.7890545813,43.866593351,DEM,#0571b0,5041
-89.7890336261,43.8272065223,NOVOTE,#9999999,5737
-89.7890095698,43.8437963936,NOVOTE,#9999999,5633
-89.7889838032,44.0168084992,NOVOTE,#9999999,11515
-89.7889715554,43.8091328628,DEM,#0571b0,15507
-89.788955098,44.2112804739,REP,#ca0020,14214
-89.7889354174,44.0982732365,NOVOTE,#9999999,3283
-89.7889289797,44.0525760081,NOVOTE,#9999999,10886
-89.7889099827,44.2106656827,NOVOTE,#9999999,14201
-89.7889031368,43.9532461092,DEM,#0571b0,2482
-89.7888894337,44.0120627948,DEM,#0571b0,11503
-89.7888783728,43.9439379985,DEM,#0571b0,1695
-89.7888728461,43.6871802827,DEM,#0571b0,4225
-89.788845075,43.8418729045,NOVOTE,#9999999,5664
-89.7888413388,43.8039804631,NOVOTE,#9999999,15567
-89.7888368614,44.2079723577,DEM,#0571b0,14231
-89.7888326531,43.8099551516,NOVOTE,#9999999,15583
-89.7887781483,43.8066618845,NOVOTE,#9999999,15587
-89.7887650201,43.8470492829,NOVOTE,#9999999,5631
-89.7887460786,43.8665080544,REP,#ca0020,5046
-89.7887185324,43.7035279636,REP,#ca0020,4380
-89.788703931,43.8059848719,NOVOTE,#9999999,15576
-89.7886870313,43.7184345336,REP,#ca0020,4307
-89.7886804124,43.8642383686,REP,#ca0020,5296
-89.7886737205,43.6769527452,DEM,#0571b0,4462
-89.7886395108,43.8109051461,DEM,#0571b0,15520
-89.7886364082,44.2083889099,REP,#ca0020,14258
-89.788634801,43.8050121883,NOVOTE,#9999999,15585
-89.788623792,43.7176712633,DEM,#0571b0,4289
-89.7885955742,44.2064562126,DEM,#0571b0,14325
-89.7885889189,43.9378510069,REP,#ca0020,1777
-89.7885770102,43.6870670819,NOVOTE,#9999999,4231
-89.7885544369,43.9325302874,DEM,#0571b0,1782
-89.7884235839,43.9871301067,NOVOTE,#9999999,11599
-89.7884192293,43.9416118581,NOVOTE,#9999999,1732
-89.7884121663,44.2199584378,REP,#ca0020,13083
-89.7884071049,44.0071580109,NOVOTE,#9999999,11531
-89.7884064063,44.2074691874,REP,#ca0020,14266
-89.7883984283,44.2082368084,DEM,#0571b0,14232
-89.7883756447,44.2085232128,DEM,#0571b0,14222
-89.7883714291,43.8418996804,NOVOTE,#9999999,5662
-89.7883602002,44.0485020755,REP,#ca0020,10881
-89.788352641,44.2128911389,NOVOTE,#9999999,14206
-89.7883505918,44.2194735571,NOVOTE,#9999999,13111
-89.7883337047,44.2170943522,DEM,#0571b0,13039
-89.7883107188,44.2036824163,DEM,#0571b0,14244
-89.7882903121,43.7305585067,DEM,#0571b0,3982
-89.7882600852,43.6838439745,REP,#ca0020,4230
-89.7882552528,44.2070042044,DEM,#0571b0,14243
-89.7882331873,43.9270233761,REP,#ca0020,1786
-89.7881663002,43.9787160077,REP,#ca0020,2229
-89.7881656351,43.6845518487,NOVOTE,#9999999,4232
-89.7881597456,43.8684182439,DEM,#0571b0,5042
-89.7881289469,44.2076469455,NOVOTE,#9999999,14310
-89.7881161963,43.8051773096,DEM,#0571b0,15503
-89.7880951135,44.2185787894,REP,#ca0020,13093
-89.7880672304,44.2186089777,REP,#ca0020,13096
-89.7880516201,43.676715769,NOVOTE,#9999999,4221
-89.7880511923,43.8637509014,REP,#ca0020,5295
-89.7880452219,44.2132650836,NOVOTE,#9999999,13129
-89.7880082322,43.9492946051,DEM,#0571b0,1687
-89.7879631197,43.8528504328,REP,#ca0020,5308
-89.7879528298,44.2082024091,DEM,#0571b0,14242
-89.7879425564,43.7476512999,NOVOTE,#9999999,16053
-89.7879424467,43.8149548606,REP,#ca0020,15551
-89.7879401114,43.81520667,REP,#ca0020,15534
-89.7878962586,43.8051823986,NOVOTE,#9999999,15603
-89.7878605357,43.9418448932,NOVOTE,#9999999,1711
-89.7878494653,44.2104983786,REP,#ca0020,14180
-89.787826688,44.2044855563,REP,#ca0020,14329
-89.7878103765,44.2161116239,REP,#ca0020,13088
-89.7877743863,44.2195037468,REP,#ca0020,13074
-89.7877585749,43.9618912194,REP,#ca0020,2489
-89.7877320539,43.7282979486,REP,#ca0020,4000
-89.7877314417,44.2114305265,DEM,#0571b0,14163
-89.7876967791,44.2118052572,NOVOTE,#9999999,14209
-89.787694603,43.8052019338,REP,#ca0020,15546
-89.7876791109,43.8450719801,REP,#ca0020,5621
-89.7876725914,44.2050854713,DEM,#0571b0,14326
-89.7876715966,43.8654135881,NOVOTE,#9999999,5053
-89.7876715047,43.963535024,REP,#ca0020,2496
-89.7876622545,43.8647177302,NOVOTE,#9999999,5298
-89.7876542709,44.2153293522,DEM,#0571b0,13026
-89.7876499084,43.9380313536,REP,#ca0020,1776
-89.7876434861,44.2110905681,DEM,#0571b0,14158
-89.7876328571,44.214010364,REP,#ca0020,13091
-89.787632461,43.8732758632,NOVOTE,#9999999,5066
-89.7876291482,44.0473700285,DEM,#0571b0,10879
-89.787628736,44.0170355883,NOVOTE,#9999999,11509
-89.7876092964,43.6950255042,DEM,#0571b0,4391
-89.7876092797,43.8656446456,DEM,#0571b0,5043
-89.787598076,43.8179389885,NOVOTE,#9999999,15589
-89.7875910101,43.8754089627,NOVOTE,#9999999,5065
-89.7875860323,44.2117573693,REP,#ca0020,14185
-89.7875687209,44.2187801859,NOVOTE,#9999999,13110
-89.7875576726,43.6802659038,NOVOTE,#9999999,4234
-89.7875422204,44.2007193369,REP,#ca0020,13594
-89.7875416535,43.9954759778,DEM,#0571b0,11574
-89.7875124883,44.2198558131,REP,#ca0020,13062
-89.7874914502,44.2035612782,REP,#ca0020,14275
-89.7874745231,43.9428245045,REP,#ca0020,1698
-89.7874554248,43.8646526011,DEM,#0571b0,5293
-89.7874366759,43.9570074515,DEM,#0571b0,2484
-89.7874329734,44.2128219146,DEM,#0571b0,13032
-89.787420861,43.7121970476,REP,#ca0020,4300
-89.7874043756,43.8112815075,NOVOTE,#9999999,15579
-89.7874030012,44.2170894594,REP,#ca0020,13064
-89.7873657426,43.6894211403,DEM,#0571b0,4386
-89.7873543991,43.7739783021,NOVOTE,#9999999,16014
-89.7873357273,43.7162359578,NOVOTE,#9999999,4327
-89.7873178095,44.2187345811,REP,#ca0020,13103
-89.7872944733,43.8500014638,DEM,#0571b0,5303
-89.7872818329,43.8170007586,NOVOTE,#9999999,15593
-89.7872775065,44.2166156057,REP,#ca0020,13069
-89.7872735044,44.2147196523,DEM,#0571b0,13019
-89.7872480122,43.9833726801,NOVOTE,#9999999,11626
-89.7872330855,43.8068955761,DEM,#0571b0,15523
-89.7872225248,43.9637304543,NOVOTE,#9999999,2509
-89.7871877346,43.9579877755,NOVOTE,#9999999,2520
-89.7871831231,44.2063143508,NOVOTE,#9999999,14335
-89.7871787241,44.2036214979,REP,#ca0020,14256
-89.7871398426,44.213149687,DEM,#0571b0,13036
-89.7871317577,43.7203714231,DEM,#0571b0,4284
-89.7870574088,43.8451893333,NOVOTE,#9999999,5634
-89.7870220883,43.7466613415,DEM,#0571b0,16058
-89.7870189877,43.9958706639,DEM,#0571b0,11572
-89.7870003704,44.2042114335,REP,#ca0020,14257
-89.7869960466,43.9212278224,DEM,#0571b0,1850
-89.7869875425,44.2175130357,REP,#ca0020,13095
-89.7869855268,43.6820702987,DEM,#0571b0,4224
-89.7869627113,44.2131973385,REP,#ca0020,13085
-89.7869561278,44.2116001095,REP,#ca0020,14181
-89.7869216525,44.2142886489,DEM,#0571b0,13024
-89.7868965885,44.1992432449,REP,#ca0020,13570
-89.7868712205,43.9841254322,DEM,#0571b0,11570
-89.7868622521,43.9503097994,NOVOTE,#9999999,1715
-89.7868567401,44.047882099,NOVOTE,#9999999,10885
-89.7868479552,43.8463040047,REP,#ca0020,5623
-89.7868089082,43.764502772,REP,#ca0020,16052
-89.7868076326,43.6995570199,DEM,#0571b0,4377
-89.786801234,44.2178122283,DEM,#0571b0,13055
-89.7867875664,44.2128650057,DEM,#0571b0,13040
-89.7867742629,44.2118502972,NOVOTE,#9999999,14203
-89.7867489769,43.9493977991,NOVOTE,#9999999,1714
-89.7867275978,43.9836315238,NOVOTE,#9999999,11633
-89.7867264393,43.9791201352,DEM,#0571b0,2225
-89.7867239179,43.9454262981,NOVOTE,#9999999,1731
-89.7866926355,43.9190429696,NOVOTE,#9999999,1853
-89.7866902386,43.6923717579,DEM,#0571b0,4388
-89.7866867401,43.985415486,DEM,#0571b0,11569
-89.7866847727,44.2132323143,DEM,#0571b0,13044
-89.7866692354,43.8844598321,NOVOTE,#9999999,5027
-89.7866670755,43.7551476149,NOVOTE,#9999999,16056
-89.7866520423,44.0022843557,DEM,#0571b0,11522
-89.7866175049,43.6933645474,NOVOTE,#9999999,4408
-89.7866149906,43.9438241476,DEM,#0571b0,1684
-89.786610209,44.0232955605,DEM,#0571b0,11502
-89.7865460343,44.2038937328,DEM,#0571b0,14246
-89.7865451483,44.1994910311,REP,#ca0020,13571
-89.7865283,44.2118403264,DEM,#0571b0,14173
-89.7865095859,43.9337363711,DEM,#0571b0,1783
-89.7865016918,44.2173237938,DEM,#0571b0,13037
-89.7864836725,43.8166648248,NOVOTE,#9999999,15588
-89.7864713419,43.9676171609,NOVOTE,#9999999,2296
-89.7864526653,43.7176295717,DEM,#0571b0,4286
-89.7864316924,43.7672194153,DEM,#0571b0,16049
-89.7864277035,43.9415348998,REP,#ca0020,1701
-89.7864104555,43.8172215864,REP,#ca0020,15545
-89.7864012448,43.9897516501,NOVOTE,#9999999,11597
-89.7863965879,44.2116649766,DEM,#0571b0,14166
-89.7863694959,43.7168429494,NOVOTE,#9999999,4322
-89.786320344,44.2203318228,NOVOTE,#9999999,13132
-89.7863192487,43.9333912618,DEM,#0571b0,1781
-89.786297742,43.9436964687,DEM,#0571b0,1683
-89.7862970477,43.9432978122,IND,#b2abd2,1710
-89.7862742484,44.2134526789,REP,#ca0020,13073
-89.7862665309,43.8423449841,DEM,#0571b0,5613
-89.786256704,43.8052354903,NOVOTE,#9999999,15575
-89.7862413012,43.9101937124,REP,#ca0020,1844
-89.7862126619,43.8685277941,REP,#ca0020,5290
-89.7861914952,44.2066397608,NOVOTE,#9999999,14334
-89.7861747557,43.8011546178,REP,#ca0020,15629
-89.7861712043,43.9424376082,NOVOTE,#9999999,1719
-89.7861430176,43.7743192453,DEM,#0571b0,16012
-89.786135878,43.9484796884,REP,#ca0020,1702
-89.7861225407,43.9593670592,REP,#ca0020,2494
-89.7860841453,43.6565529355,NOVOTE,#9999999,17290
-89.786078518,44.2100159131,DEM,#0571b0,13991
-89.7860751457,43.9884390311,NOVOTE,#9999999,11590
-89.7860605697,43.9400089497,NOVOTE,#9999999,1729
-89.7860495246,44.220234103,DEM,#0571b0,13034
-89.7860346642,44.1386585172,DEM,#0571b0,2707
-89.78603256,43.8102941773,DEM,#0571b0,15524
-89.7860089846,43.7251662001,REP,#ca0020,3990
-89.7859800647,43.8107018406,REP,#ca0020,15554
-89.7859783503,43.8685711321,NOVOTE,#9999999,5292
-89.7859200511,44.2069043657,REP,#ca0020,14327
-89.7859150628,43.8116773284,DEM,#0571b0,15522
-89.7858541204,44.1997757676,DEM,#0571b0,13557
-89.7858423367,44.2053721598,REP,#ca0020,14262
-89.7858389139,43.7696086482,DEM,#0571b0,16002
-89.7858376239,44.2115113254,REP,#ca0020,13994
-89.7858225753,44.2158709191,REP,#ca0020,13092
-89.7858065672,44.2104798643,DEM,#0571b0,13989
-89.7857529785,43.7135477883,NOVOTE,#9999999,4313
-89.7857173051,44.0275407201,DEM,#0571b0,11768
-89.7856936709,44.2117229827,DEM,#0571b0,13990
-89.7856318575,44.2072275787,DEM,#0571b0,14323
-89.7856294612,43.7296298681,REP,#ca0020,3989
-89.7856005164,44.052085309,REP,#ca0020,10883
-89.7855898891,44.0247908687,REP,#ca0020,11504
-89.7855486937,43.8893755835,DEM,#0571b0,4965
-89.7855157078,44.2147693948,REP,#ca0020,13059
-89.7855143417,43.7125073919,DEM,#0571b0,4282
-89.7855105649,43.7468880272,DEM,#0571b0,16061
-89.7855032266,43.9794597738,REP,#ca0020,2228
-89.7854880298,43.9665258547,NOVOTE,#9999999,2502
-89.7854868676,44.2185947237,DEM,#0571b0,13020
-89.7854525703,44.2011800544,REP,#ca0020,13596
-89.785438379,43.8017801143,NOVOTE,#9999999,15630
-89.7854217909,43.9449766623,DEM,#0571b0,1686
-89.7854177858,44.200085218,DEM,#0571b0,13559
-89.7854168943,44.2145900444,NOVOTE,#9999999,13128
-89.7853943341,44.1754703286,REP,#ca0020,13291
-89.7853912347,44.0436121682,NOVOTE,#9999999,10876
-89.7853750598,43.7902372246,NOVOTE,#9999999,15631
-89.7853643404,44.2150900538,NOVOTE,#9999999,13130
-89.785325212,44.2188106362,DEM,#0571b0,13022
-89.7853177001,44.1999894735,REP,#ca0020,13569
-89.7853055841,43.9576221261,NOVOTE,#9999999,2521
-89.7853039195,43.983513793,DEM,#0571b0,11612
-89.7852752713,44.2150748551,NOVOTE,#9999999,13125
-89.7852394347,44.2101288102,DEM,#0571b0,13992
-89.7852292526,43.9431961675,NOVOTE,#9999999,1717
-89.7851935806,44.2112585778,REP,#ca0020,13997
-89.785184492,44.2190032633,NOVOTE,#9999999,13121
-89.7851842132,44.1997223604,REP,#ca0020,13575
-89.7851733881,44.2013421066,REP,#ca0020,13595
-89.7851709847,43.7237943536,DEM,#0571b0,3975
-89.7851563644,43.9418261587,DEM,#0571b0,1680
-89.7850944091,43.8818380519,REP,#ca0020,5025
-89.7850887413,43.9470033957,REP,#ca0020,1705
-89.7850868616,44.2178758344,REP,#ca0020,13094
-89.7850787102,44.2052062425,NOVOTE,#9999999,14301
-89.7850733868,44.2199072531,DEM,#0571b0,13049
-89.785067401,43.810383122,DEM,#0571b0,15509
-89.7850624274,44.2181338274,DEM,#0571b0,13030
-89.7850313725,43.8751777106,NOVOTE,#9999999,5080
-89.7850043069,44.2205881151,REP,#ca0020,13084
-89.7849905705,44.21589253,REP,#ca0020,13060
-89.7849835075,43.6933625589,REP,#ca0020,4396
-89.7849656821,43.9340930983,NOVOTE,#9999999,1791
-89.7849625937,43.6700291649,DEM,#0571b0,17292
-89.7849541844,44.1090158107,NOVOTE,#9999999,3285
-89.7849503215,44.2166117042,REP,#ca0020,13077
-89.7849383607,43.6689394492,NOVOTE,#9999999,17301
-89.7849328123,44.2155158499,REP,#ca0020,13099
-89.7848988747,43.9843506132,DEM,#0571b0,11616
-89.7848907814,43.6763423418,NOVOTE,#9999999,4222
-89.7848853413,43.941161749,DEM,#0571b0,1679
-89.7848819961,43.9614688426,DEM,#0571b0,2488
-89.7848486069,43.6697950073,NOVOTE,#9999999,17296
-89.7848425978,44.1111225881,REP,#ca0020,3280
-89.7848402549,43.9168457511,REP,#ca0020,1851
-89.7848210868,44.215816588,REP,#ca0020,13097
-89.7848191861,44.2107286209,NOVOTE,#9999999,13999
-89.7848153687,44.2167534975,DEM,#0571b0,13042
-89.7847920409,44.1048907534,NOVOTE,#9999999,3282
-89.7847868673,44.2179926253,NOVOTE,#9999999,13118
-89.7847712183,44.2072341865,REP,#ca0020,14330
-89.7847415625,44.2054850386,NOVOTE,#9999999,14309
-89.784711532,43.7082047931,NOVOTE,#9999999,4316
-89.784693077,43.965751153,NOVOTE,#9999999,2516
-89.7846694335,43.8729694361,REP,#ca0020,5078
-89.7846684184,43.9934220407,NOVOTE,#9999999,11596
-89.7846466487,43.6698907224,NOVOTE,#9999999,17295
-89.7846459862,43.7081659492,DEM,#0571b0,4280
-89.7845779642,43.8734303925,REP,#ca0020,5076
-89.7845697626,44.2103811282,REP,#ca0020,13995
-89.7845620934,44.0269578004,NOVOTE,#9999999,11771
-89.7845594156,44.0291685162,REP,#ca0020,11769
-89.7845544087,43.7191130619,REP,#ca0020,4297
-89.7845506993,44.2004140543,REP,#ca0020,13574
-89.7845259379,43.6688730524,NOVOTE,#9999999,17299
-89.7845231923,43.927418316,NOVOTE,#9999999,1790
-89.784518855,44.216572172,DEM,#0571b0,13033
-89.7845012544,43.6694935262,NOVOTE,#9999999,17302
-89.7844889019,44.2056430716,NOVOTE,#9999999,14311
-89.7844885141,43.8731543646,DEM,#0571b0,5073
-89.7844638373,43.8732206427,NOVOTE,#9999999,5081
-89.7844618767,44.2007007142,DEM,#0571b0,13563
-89.7844100282,43.8042980091,NOVOTE,#9999999,15560
-89.7843633773,43.6693259947,NOVOTE,#9999999,17297
-89.7843560833,44.2011849268,REP,#ca0020,13593
-89.7843344476,43.792286178,NOVOTE,#9999999,15634
-89.7843316892,44.2050477986,NOVOTE,#9999999,14312
-89.7843169873,43.8139868681,DEM,#0571b0,15510
-89.7843053104,44.2107102369,REP,#ca0020,13996
-89.784288229,44.1997216595,REP,#ca0020,13566
-89.7842564257,44.2114232721,REP,#ca0020,13933
-89.7842363366,43.9614285989,NOVOTE,#9999999,2515
-89.7841934531,44.2080072746,DEM,#0571b0,14322
-89.7841729076,43.7871549065,REP,#ca0020,15761
-89.7841648722,43.6885397538,NOVOTE,#9999999,4405
-89.7841617118,43.7293375371,NOVOTE,#9999999,4010
-89.7841518856,43.9499423403,NOVOTE,#9999999,1728
-89.7841356347,43.9891076588,DEM,#0571b0,11560
-89.7841180571,44.2173735924,REP,#ca0020,13082
-89.7841174491,43.7857652441,NOVOTE,#9999999,15765
-89.7841111152,44.2076780485,REP,#ca0020,14328
-89.7840849628,43.7192190703,DEM,#0571b0,4274
-89.7840840733,44.0108136079,DEM,#0571b0,11495
-89.7840827831,44.2016628065,NOVOTE,#9999999,13597
-89.7840782552,43.7509185265,NOVOTE,#9999999,16083
-89.7840689858,44.2183542098,NOVOTE,#9999999,13115
-89.7840678603,43.7697005553,REP,#ca0020,16005
-89.7840538003,44.2189486166,REP,#ca0020,13072
-89.7840527917,44.2100486318,NOVOTE,#9999999,13998
-89.7839921846,43.8057712681,REP,#ca0020,15539
-89.7839876856,44.2164163285,DEM,#0571b0,13048
-89.7839865596,43.9924557838,NOVOTE,#9999999,11595
-89.7839852518,43.9571965902,DEM,#0571b0,2477
-89.7839298473,43.9877881918,NOVOTE,#9999999,11600
-89.7839275398,43.9554072978,NOVOTE,#9999999,2522
-89.7839189597,43.8429228589,NOVOTE,#9999999,5632
-89.7839084661,43.8168827772,NOVOTE,#9999999,15591
-89.7839058867,43.9542539432,DEM,#0571b0,2538
-89.7838802386,43.9534775505,DEM,#0571b0,2562
-89.783871978,43.9838738124,NOVOTE,#9999999,11631
-89.7838709507,43.8833787092,NOVOTE,#9999999,5030
-89.7838629058,44.2103818647,REP,#ca0020,13993
-89.7838590474,43.8661147952,DEM,#0571b0,5289
-89.7838374119,43.8171685735,REP,#ca0020,15547
-89.7838338488,43.6423041891,NOVOTE,#9999999,17321
-89.7838012122,43.9537141779,REP,#ca0020,2563
-89.7837728661,43.6551065069,REP,#ca0020,17289
-89.7837712414,43.7953172901,REP,#ca0020,15628
-89.783769465,43.8719851697,REP,#ca0020,5079
-89.7837036785,43.8696006929,DEM,#0571b0,5072
-89.7836863412,43.7853943232,NOVOTE,#9999999,15766
-89.7836850989,43.8809313165,NOVOTE,#9999999,5031
-89.7836733699,44.0334429426,REP,#ca0020,11770
-89.7836630669,43.9555797568,REP,#ca0020,2542
-89.7836618577,44.2113650685,DEM,#0571b0,13862
-89.7836458709,43.8697155024,NOVOTE,#9999999,5083
-89.783597485,43.9746615358,REP,#ca0020,2293
-89.7835685709,44.2066928313,DEM,#0571b0,14250
-89.7835619999,44.2205692956,IND,#b2abd2,13107
-89.7835426732,43.9731340825,NOVOTE,#9999999,2295
-89.7835344213,43.8075247684,REP,#ca0020,15558
-89.7835084245,43.7847732638,NOVOTE,#9999999,15767
-89.7834947302,43.9231890823,DEM,#0571b0,1854
-89.7834119468,43.8123467073,DEM,#0571b0,15511
-89.7833896838,43.8077775216,DEM,#0571b0,15530
-89.7833792297,44.1407226499,DEM,#0571b0,2709
-89.7833754327,43.9513545601,NOVOTE,#9999999,1730
-89.7833697514,43.6814767895,REP,#ca0020,4229
-89.7833646633,43.9557554758,DEM,#0571b0,2541
-89.7833623405,43.805053835,NOVOTE,#9999999,15600
-89.7833492315,43.9542671785,NOVOTE,#9999999,2539
-89.7833331527,43.9697266465,REP,#ca0020,2292
-89.7833194779,43.6684660792,NOVOTE,#9999999,17298
-89.7833137204,43.9839104714,REP,#ca0020,11618
-89.7833097608,43.840814107,REP,#ca0020,5661
-89.7832531438,44.2011506927,DEM,#0571b0,13560
-89.7832447767,43.9472446133,NOVOTE,#9999999,1713
-89.7832188782,44.2155973801,DEM,#0571b0,13056
-89.783217584,43.7558811459,REP,#ca0020,16050
-89.7832077745,44.2190511956,REP,#ca0020,13100
-89.7832023455,43.8092040748,DEM,#0571b0,15504
-89.7831944972,43.9576710363,DEM,#0571b0,2486
-89.7831916032,44.2177262708,NOVOTE,#9999999,13127
-89.7831714253,43.9564226384,REP,#ca0020,2491
-89.7831423742,43.9524707071,REP,#ca0020,2555
-89.7831201951,44.2157372895,DEM,#0571b0,13025
-89.7830971544,44.2109060039,REP,#ca0020,13904
-89.7830875735,44.2063524038,REP,#ca0020,14289
-89.7830731915,43.6690038097,REP,#ca0020,17293
-89.7830461963,44.1391698523,NOVOTE,#9999999,2716
-89.7830295848,44.209278506,DEM,#0571b0,13894
-89.783021252,43.9555605695,NOVOTE,#9999999,2543
-89.7830099404,43.9879673992,REP,#ca0020,11577
-89.7830051618,43.8034943386,NOVOTE,#9999999,15601
-89.7829788847,44.2068041397,DEM,#0571b0,14336
